omega	Omega_origin	r	r_origin	d(omega)	d(r)	d(omega-r)
0.0	0.014188888888888881	0.01	0.022677174578182958	0.014188888888888881	0.012677174578182957	0.02686606346707184
0.1	0.11419999999999998	0.01	0.022626876383605984	0.014199999999999977	0.012626876383605984	0.02682687638360596
0.2	0.21432584269662922	0.01	0.022343264987227256	0.014325842696629204	0.012343264987227256	0.026669107683856462
0.3	0.3143146067415731	0.01	0.022332610742008797	0.014314606741573088	0.012332610742008797	0.026647217483581884
0.4	0.41445454545454563	0.01	0.022031967995611364	0.014454545454545609	0.012031967995611364	0.02648651345015697
0.5	0.5144204545454546	0.01	0.022054049058795915	0.014420454545454597	0.012054049058795915	0.026474503604250514
0.6	0.6146666666666667	0.01	0.021577344534864724	0.014666666666666717	0.011577344534864724	0.026244011201531442
0.7	0.7146666666666666	0.01	0.021552139695221535	0.014666666666666606	0.011552139695221534	0.02621880636188814
0.8	0.8148255813953489	0.01	0.02123442859102216	0.014825581395348841	0.011234428591022161	0.026060009986371
0.9	0.9148023255813957	0.01	0.02123458127458334	0.014802325581395714	0.011234581274583341	0.026036906855979057
1.0	1.0147906976744188	0.01	0.02118045409167385	0.014790697674418762	0.01118045409167385	0.02597115176609261
1.1	1.1149647058823529	0.01	0.020857434373569197	0.014964705882352769	0.010857434373569197	0.025822140255921965
1.2	1.2149294117647058	0.01	0.020854751894566828	0.014929411764705858	0.010854751894566828	0.025784163659272684
1.3	1.3150595238095235	0.01	0.020598891058808747	0.015059523809523467	0.010598891058808747	0.025658414868332216
1.4	1.4150476190476193	0.01	0.02052562303340068	0.01504761904761942	0.010525623033400681	0.025573242081020103
1.5	1.5151686746987953	0.01	0.020329993321525054	0.015168674698795348	0.010329993321525054	0.0254986680203204
1.6	1.6151204819277103	0.01	0.020298688042108475	0.015120481927710205	0.010298688042108475	0.025419169969818682
1.7	1.715317073170731	0.01	0.019944658002130293	0.015317073170731055	0.009944658002130293	0.025261731172861346
1.8	1.8153170731707315	0.01	0.019857773516072753	0.015317073170731499	0.009857773516072752	0.025174846686804253
1.9	1.915518518518519	0.01	0.019483935882954297	0.015518518518519153	0.009483935882954297	0.025002454401473452
2.0	2.015456790123456	0.01	0.019553251827522395	0.01545679012345591	0.009553251827522395	0.025010041950978307
2.1	2.115625	0.01	0.01919191021480672	0.015625	0.00919191021480672	0.02481691021480672
2.2	2.215612500000001	0.01	0.019117864607974135	0.015612500000000917	0.009117864607974134	0.02473036460797505
2.3	2.3157468354430373	0.01	0.01889752561096664	0.015746835443037455	0.00889752561096664	0.024644361054004096
2.4	2.415696202531646	0.01	0.018895327956279802	0.015696202531646275	0.008895327956279802	0.024591530487926075
