omega	Omega_origin	r	r_origin	d(omega)	d(r)	d(omega-r)
0.0	0.016346153846153833	0.01	0.026232476371516572	0.016346153846153833	0.01623247637151657	0.03257863021767041
0.1	0.11647572815533978	0.01	0.025962565559531338	0.016475728155339778	0.015962565559531336	0.032438293714871114
0.2	0.21649514563106803	0.01	0.025850013527966308	0.01649514563106802	0.015850013527966306	0.032345159159034326
0.3	0.31663725490196076	0.01	0.025590157046943708	0.016637254901960774	0.015590157046943708	0.03222741194890448
0.4	0.4165980392156863	0.01	0.025586206870509234	0.016598039215686256	0.015586206870509234	0.03218424608619549
0.5	0.5167524752475247	0.01	0.025282511675958137	0.016752475247524656	0.015282511675958137	0.03203498692348279
0.6	0.6167128712871287	0.01	0.02527166277362182	0.016712871287128728	0.01527166277362182	0.031984534060750545
0.7	0.7169200000000001	0.01	0.024892843842899307	0.016920000000000157	0.014892843842899307	0.031812843842899466
0.8	0.8169099999999999	0.01	0.024839143589971857	0.01690999999999987	0.014839143589971857	0.031749143589971725
0.9	0.9171111111111108	0.01	0.02442424900826263	0.017111111111110744	0.014424249008262629	0.03153536011937337
1.0	1.017080808080808	0.01	0.024449984805593083	0.01708080808080803	0.014449984805593083	0.031530792886401114
1.1	1.1172244897959183	0.01	0.024154928483279197	0.017224489795918174	0.014154928483279197	0.03137941827919737
1.2	1.2171938775510205	0.01	0.024125285039178674	0.01719387755102053	0.014125285039178674	0.03131916259019921
1.3	1.3173505154639178	0.01	0.023813290455815428	0.01735051546391775	0.013813290455815428	0.031163805919733174
1.4	1.4174687499999996	0.01	0.02355360781024468	0.0174687499999997	0.013553607810244681	0.03102235781024438
1.5	1.5174791666666667	0.01	0.023459308341488214	0.017479166666666712	0.013459308341488214	0.030938475008154928
1.6	1.6175894736842114	0.01	0.02318503273361554	0.017589473684211265	0.013185032733615541	0.030774506417826808
1.7	1.7175894736842094	0.01	0.02317046180408092	0.01758947368420949	0.01317046180408092	0.03075993548829041
1.8	1.8177553191489373	0.01	0.02282131242217379	0.017755319148937243	0.012821312422173789	0.030576631571111033
1.9	1.9177553191489354	0.01	0.022765075039347327	0.017755319148935467	0.012765075039347326	0.03052039418828279
2.0	2.0179032258064513	0.01	0.022423039147655026	0.017903225806451317	0.012423039147655026	0.03032626495410634
2.1	2.118065217391305	0.01	0.022124625268126273	0.018065217391304955	0.012124625268126273	0.030189842659431226
2.2	2.218021739130433	0.01	0.022113800333605334	0.018021739130432923	0.012113800333605334	0.030135539464038255
2.3	2.3181538461538476	0.01	0.021814829546911763	0.01815384615384774	0.011814829546911763	0.029968675700759506
2.4	2.418131868131867	0.01	0.02178529025594263	0.01813186813186718	0.01178529025594263	0.02991715838780981
2.5	2.5182	0.01	0.021618194515936953	0.018200000000000216	0.011618194515936953	0.029818194515937167
2.6	2.6183820224719123	0.01	0.021229398192497664	0.01838202247191223	0.011229398192497663	0.029611420664409895
2.7	2.7183033707865145	0.01	0.0212715941655915	0.01830337078651434	0.0112715941655915	0.02957496495210584
2.8	2.818511363636365	0.01	0.020903847595280252	0.018511363636365186	0.010903847595280252	0.029415211231645436
2.9	2.9184545454545447	0.01	0.020885603745989936	0.018454545454544835	0.010885603745989935	0.029340149200534772
3.0	3.01864367816092	0.01	0.020488104969699605	0.01864367816091983	0.010488104969699605	0.029131783130619433
3.1	3.118755813953489	0.01	0.020278525175250677	0.01875581395348913	0.010278525175250677	0.02903433912873981
3.2	3.218709302325581	0.01	0.02025536728075462	0.01870930232558088	0.01025536728075462	0.0289646696063355
3.3	3.318882352941179	0.01	0.019877689727451776	0.018882352941179015	0.009877689727451776	0.02876004266863079
3.4	3.4189880952380944	0.01	0.01964333268641517	0.018988095238094527	0.00964333268641517	0.0286314279245097
3.5	3.518928571428572	0.01	0.019644125146943033	0.01892857142857185	0.009644125146943032	0.02857269657551488
3.6	3.6190481927710847	0.01	0.0193996933159154	0.019048192771084604	0.0093996933159154	0.028447886087000003
3.7	3.7189638554216864	0.01	0.01934830411470387	0.018963855421686215	0.009348304114703871	0.02831215953639009
3.8	3.8190731707317074	0.01	0.019179050565997544	0.019073170731707556	0.009179050565997543	0.028252221297705098
3.9	3.9192592592592597	0.01	0.018794865924474134	0.019259259259259753	0.008794865924474133	0.02805412518373389
4.0	4.019197530864197	0.01	0.018719490097590663	0.019197530864197176	0.008719490097590663	0.027917020961787838
4.1	4.119375	0.01	0.018406284434309212	0.019375000000000142	0.008406284434309212	0.027781284434309356
4.2	4.219493670886077	0.01	0.01811884344891622	0.01949367088607712	0.008118843448916219	0.027612514334993336
4.3	4.3196538461538445	0.01	0.01780974715015713	0.01965384615384469	0.00780974715015713	0.027463593304001818
4.4	4.419512820512821	0.01	0.01792045372946254	0.019512820512820994	0.007920453729462538	0.027433274242283534
4.5	4.5196623376623375	0.01	0.017577117987986845	0.019662337662337492	0.007577117987986845	0.02723945565032434
4.6	4.619815789473684	0.01	0.017271640905595045	0.01981578947368412	0.0072716409055950445	0.027087430379279166
4.7	4.719684210526318	0.01	0.017378299301214064	0.01968421052631797	0.007378299301214064	0.027062509827532034
4.8	4.819826666666665	0.01	0.01704036232222864	0.019826666666665105	0.007040362322228639	0.026867028988893746
4.9	4.919959459459461	0.01	0.016771703516516526	0.01995945945946076	0.006771703516516526	0.026731162975977288
5.0	5.020013698630136	0.01	0.016591214226472414	0.02001369863013558	0.0065912142264724135	0.026604912856607994
5.1	5.119972602739725	0.01	0.01649873446677166	0.019972602739725787	0.00649873446677166	0.02647133720649745
5.2	5.2201527777777805	0.01	0.016147329272532495	0.02015277777778035	0.006147329272532495	0.026300107050312847
5.3	5.320295774647887	0.01	0.015843192763856102	0.02029577464788712	0.005843192763856102	0.026138967411743222
5.4	5.420371428571431	0.01	0.01558078597201106	0.020371428571430705	0.00558078597201106	0.025952214543441765
5.5	5.520285714285713	0.01	0.01556326948731045	0.020285714285712686	0.00556326948731045	0.025848983773023138
5.6	5.620362318840582	0.01	0.015387151828159796	0.020362318840581928	0.005387151828159796	0.025749470668741725
5.7	5.720485294117647	0.01	0.015127132816742543	0.020485294117646546	0.005127132816742543	0.025612426934389088
5.8	5.82059701492537	0.01	0.014847978495445145	0.020597014925369805	0.004847978495445144	0.02544499342081495
5.9	5.920417910447764	0.01	0.014918078159235364	0.020417910447763532	0.004918078159235364	0.025335988606998896
