omega	Omega_origin	r	r_origin	d(omega)	d(r)	d(omega-r)
0.0	0.013476744186046502	0.01	0.021684813482269378	0.013476744186046502	0.011684813482269378	0.02516155766831588
0.1	0.11344186046511628	0.01	0.021734440813772214	0.013441860465116279	0.011734440813772213	0.025176301278888494
0.2	0.21361176470588236	0.01	0.021362139884901647	0.013611764705882351	0.011362139884901647	0.024973904590783996
0.3	0.31359999999999993	0.01	0.021315296744504508	0.013599999999999945	0.011315296744504507	0.024915296744504455
0.4	0.41376190476190466	0.01	0.021039682950229222	0.013761904761904642	0.011039682950229222	0.024801587712133866
0.5	0.5138095238095237	0.01	0.020923181124382417	0.013809523809523716	0.010923181124382416	0.024732704933906134
0.6	0.6139638554216869	0.01	0.020603984618787777	0.013963855421686877	0.010603984618787777	0.024567840040474652
0.7	0.7139879518072288	0.01	0.020517450717270923	0.013987951807228893	0.010517450717270923	0.024505402524499814
0.8	0.814146341463415	0.01	0.020195523895219277	0.01414634146341498	0.010195523895219277	0.02434186535863426
0.9	0.9140731707317076	0.01	0.020310389059003554	0.014073170731707552	0.010310389059003553	0.024383559790711107
1.0	1.0140975609756098	0.01	0.020184740249887055	0.014097560975609769	0.010184740249887055	0.024282301225496822
1.1	1.1142469135802469	0.01	0.019849705180283082	0.014246913580246767	0.009849705180283082	0.024096618760529848
1.2	1.2142098765432099	0.01	0.019899371501345933	0.014209876543209932	0.009899371501345932	0.024109248044555866
1.3	1.3143375	0.01	0.019662049552105803	0.014337499999999892	0.009662049552105803	0.023999549552105696
1.4	1.4143125	0.01	0.01961469025528291	0.014312500000000172	0.00961469025528291	0.02392719025528308
1.5	1.5144556962025313	0.01	0.019326614954309172	0.014455696202531287	0.009326614954309172	0.023782311156840458
1.6	1.6144810126582276	0.01	0.019208176117472286	0.014481012658227543	0.009208176117472286	0.02368918877569983
1.7	1.7146666666666663	0.01	0.018916083781793318	0.014666666666666384	0.008916083781793318	0.0235827504484597
1.8	1.8146282051282048	0.01	0.01891547809750991	0.01462820512820473	0.008915478097509909	0.023543683225714637
1.9	1.914831168831169	0.01	0.018489918199495758	0.014831168831169084	0.008489918199495758	0.023321087030664843
2.0	2.0147792207792214	0.01	0.01852597251907725	0.014779220779221447	0.008525972519077251	0.0233051932982987
2.1	2.114934210526316	0.01	0.018236748093420248	0.014934210526315717	0.008236748093420248	0.023170958619735962
2.2	2.2149210526315777	0.01	0.018210104988866115	0.014921052631577503	0.008210104988866115	0.02313115762044362
2.3	2.3150400000000024	0.01	0.017909817671286084	0.015040000000002607	0.007909817671286084	0.02294981767128869
2.4	2.4150266666666647	0.01	0.017898904181887644	0.015026666666664745	0.007898904181887644	0.022925570848552387
2.5	2.51514864864865	0.01	0.017632659202236424	0.015148648648649843	0.007632659202236424	0.022781307850886265
2.6	2.615108108108107	0.01	0.01767344101712397	0.015108108108107032	0.00767344101712397	0.022781549125231004
2.7	2.7152465753424653	0.01	0.01735867499211954	0.015246575342465096	0.00735867499211954	0.022605250334584638
2.8	2.81523287671233	0.01	0.01730929848365305	0.015232876712329979	0.007309298483653049	0.022542175195983026
2.9	2.9153611111111095	0.01	0.01703560004418952	0.015361111111109604	0.007035600044189521	0.022396711155299127
3.0	3.015375000000002	0.01	0.016986413794726266	0.015375000000001915	0.006986413794726266	0.022361413794728183
3.1	3.115521126760563	0.01	0.016618680197329812	0.015521126760563053	0.006618680197329812	0.022139806957892867
3.2	3.2155211267605646	0.01	0.016572311950693343	0.015521126760564385	0.006572311950693343	0.022093438711257726
3.3	3.3156571428571437	0.01	0.016313800990721963	0.015657142857143924	0.006313800990721962	0.02197094384786589
3.4	3.4156142857142835	0.01	0.01632247959357952	0.015614285714283582	0.0063224795935795195	0.0219367653078631
3.5	3.51576811594203	0.01	0.01599948091643839	0.015768115942030203	0.00599948091643839	0.021767596858468595
3.6	3.6156811594202884	0.01	0.016102780316169428	0.01568115942028836	0.006102780316169428	0.021783939736457786
3.7	3.715838235294117	0.01	0.01573812673403596	0.015838235294116654	0.005738126734035958	0.021576362028152614
3.8	3.815779411764706	0.01	0.01576824994111256	0.015779411764706097	0.005768249941112561	0.021547661705818656
3.9	3.915910447761193	0.01	0.015509418912844526	0.01591044776119288	0.005509418912844526	0.021419866674037405
4.0	4.015850746268659	0.01	0.015476484088873513	0.01585074626865879	0.005476484088873513	0.0213272303575323
4.1	4.115969696969696	0.01	0.01525162798470836	0.0159696969696963	0.00525162798470836	0.02122132495440466
4.2	4.216107692307693	0.01	0.014964260126436684	0.016107692307692822	0.004964260126436684	0.021071952434129508
4.3	4.316092307692308	0.01	0.014859408635395593	0.016092307692308516	0.004859408635395593	0.02095171632770411
4.4	4.416281249999997	0.01	0.014560372178480932	0.016281249999996916	0.0045603721784809315	0.020841622178477848
4.5	4.516187500000003	0.01	0.014611673133470606	0.016187500000002686	0.004611673133470606	0.020799173133473292
4.6	4.6163809523809505	0.01	0.014234083431719812	0.01638095238095083	0.004234083431719812	0.020615035812670643
4.7	4.716269841269841	0.01	0.014265042465945925	0.016269841269840768	0.004265042465945924	0.020534883735786692
4.8	4.816451612903226	0.01	0.013940827633225853	0.016451612903225943	0.003940827633225853	0.020392440536451797
4.9	4.916557377049178	0.01	0.013688652780643008	0.01655737704917737	0.0036886527806430074	0.020246029829820378
5.0	5.016524590163933	0.01	0.013672404699460626	0.01652459016393326	0.0036724046994606255	0.020196994863393887
5.1	5.116616666666667	0.01	0.013453067563715658	0.016616666666667612	0.003453067563715658	0.02006973423038327
5.2	5.216483333333334	0.01	0.013519810246688371	0.016483333333333405	0.003519810246688371	0.020003143580021775
5.3	5.3166271186440675	0.01	0.013287760156840732	0.01662711864406763	0.003287760156840732	0.01991487880090836
5.4	5.416758620689654	0.01	0.012958594299903769	0.016758620689653725	0.0029585942999037686	0.019717214989557495
5.5	5.516689655172416	0.01	0.012942333366167102	0.016689655172416273	0.002942333366167102	0.019631988538583375
5.6	5.61677192982456	0.01	0.01278415890114201	0.016771929824560772	0.00278415890114201	0.019556088725702782
5.7	5.717017857142857	0.01	0.01234162187637884	0.017017857142857196	0.0023416218763788396	0.019359479019236035
5.8	5.816892857142856	0.01	0.012327900020939564	0.0168928571428566	0.0023279000209395634	0.019220757163796162
5.9	5.917054545454544	0.01	0.012063152511038169	0.017054545454543657	0.0020631525110381688	0.019117697965581826
6.0	6.017185185185186	0.01	0.01183855785711209	0.01718518518518586	0.001838557857112089	0.019023743042297946
6.1	6.117018518518517	0.01	0.011881033714712651	0.01701851851851721	0.0018810337147126509	0.018899552233229863
6.2	6.217207547169813	0.01	0.011560088410357005	0.017207547169812543	0.0015600884103570047	0.01876763558016955
6.3	6.317326923076925	0.01	0.011291502915675964	0.01732692307692485	0.0012915029156759638	0.018618425992600815
6.4	6.417115384615382	0.01	0.011368068542444492	0.017115384615381757	0.0013680685424444922	0.01848345315782625
6.5	6.517313725490199	0.01	0.011027510501552871	0.01731372549019916	0.001027510501552871	0.018341235991752032
6.6	6.617399999999996	0.01	0.010823767883941049	0.01739999999999675	0.0008237678839410484	0.0182237678839378
6.7	6.717510204081633	0.01	0.010606796837378129	0.017510204081633063	0.0006067968373781284	0.01811700091901119
6.8	6.817346938775513	0.01	0.010646843895086227	0.017346938775513188	0.0006468438950862267	0.017993782670599416
6.9	6.917437499999999	0.01	0.010428930412627378	0.017437499999998884	0.0004289304126273777	0.017866430412626262
7.0	7.017510638297875	0.01	0.010244277020565294	0.017510638297874692	0.0002442770205652936	0.017754915318439986
7.1	7.117652173913041	0.01	0.009983942571596514	0.017652173913041302	1.6057428403486174e-05	0.01766823134144479
7.2	7.2178666666666675	0.01	0.009514961548823392	0.017866666666667363	0.00048503845117660836	0.018351705117843974
7.3	7.317577777777777	0.01	0.0096406642858572	0.01757777777777747	0.000359335714142801	0.017937113491920273
7.4	7.417749999999999	0.01	0.009375652485742321	0.0177499999999986	0.0006243475142576789	0.01837434751425628
7.5	7.517813953488374	0.01	0.009118008534887676	0.01781395348837389	0.000881991465112324	0.018695944953486213
7.6	7.617952380952377	0.01	0.0088101048766535	0.01795238095237739	0.0011898951233464995	0.01914227607572389
7.7	7.717975609756099	0.01	0.00867482097648164	0.017975609756098798	0.0013251790235183601	0.01930078877961716
7.8	7.818149999999998	0.01	0.008313944083320235	0.018149999999998556	0.0016860559166797656	0.019836055916678322
7.9	7.918205128205129	0.01	0.008116827487036599	0.018205128205128318	0.0018831725129634016	0.02008830071809172
8.0	8.018263157894737	0.01	0.007888795306296596	0.018263157894736537	0.002111204693703404	0.020374362588439943
8.1	8.118270270270267	0.01	0.007690154846050109	0.01827027027026773	0.0023098451539498915	0.020580115424217622
8.2	8.21838888888889	0.01	0.007413560389954563	0.01838888888889123	0.002586439610045437	0.020975328498936668
8.3	8.318400000000002	0.01	0.007270318528963021	0.018400000000001526	0.002729681471036979	0.021129681471038504
8.4	8.418441176470587	0.01	0.0070728677033915915	0.01844117647058674	0.0029271322966084087	0.02136830876719515
8.5	8.518393939393942	0.01	0.006909050137425348	0.01839393939394185	0.0030909498625746523	0.021484889256516503
8.6	8.618375	0.01	0.00670972148524517	0.018375000000000696	0.0032902785147548306	0.021665278514755526
8.7	8.718354838709677	0.01	0.006508159087013996	0.018354838709678134	0.003491840912986004	0.021846679622664136
8.8	8.81833333333333	0.01	0.00621730640183824	0.018333333333329094	0.00378269359816176	0.022116026931490854
8.9	8.91875	0.01	0.005608817066136901	0.018749999999998934	0.004391182933863099	0.023141182933862033
9.0	9.018555555555556	0.01	0.00558576885681396	0.018555555555556325	0.0044142311431860405	0.022969786698742365
9.1	9.118384615384613	0.01	0.0053274726971144605	0.018384615384613667	0.00467252730288554	0.023057142687499206
9.2	9.218833333333333	0.01	0.0048288470228001696	0.018833333333333258	0.005171152977199831	0.024004486310533087
9.3	9.318434782608694	0.01	0.004701477873849403	0.018434782608693467	0.005298522126150597	0.023733304734844064
9.4	9.418761904761906	0.01	0.004251428692161776	0.018761904761905868	0.005748571307838225	0.024510476069744092
9.5	9.518894736842105	0.01	0.0037975082600826154	0.018894736842105075	0.006202491739917385	0.02509722858202246
9.6	9.618941176470589	0.01	0.0033889604301231514	0.018941176470589127	0.006611039569876849	0.025552216040465977
9.7	9.718533333333333	0.01	0.0031240323958529785	0.018533333333333957	0.006875967604147022	0.025409300937480978
9.8	9.81875	0.01	0.0024779518975865363	0.018749999999998934	0.007522048102413464	0.026272048102412397
9.9	9.917333333333335	0.01	0.00199744415345068	0.017333333333334977	0.00800255584654932	0.025335889179884295
10.0	9.993500000000001	0.01	0.0007613566659508175	0.006499999999999062	0.009238643334049182	0.015738643334048244
0.0	0.0269360465116279	0.02	0.04350902830077208	0.0269360465116279	0.02350902830077208	0.05044507481239998
0.1	0.12714035087719294	0.02	0.043036605525351414	0.027140350877192937	0.023036605525351413	0.050176956402544354
0.2	0.22730588235294102	0.02	0.0427185911373792	0.027305882352941013	0.022718591137379198	0.050024473490320215
0.3	0.32744970414201185	0.02	0.04237883859824128	0.027449704142011866	0.022378838598241278	0.04982854274025314
0.4	0.4275773809523808	0.02	0.042057665656150815	0.02757738095238077	0.022057665656150815	0.04963504660853159
0.5	0.5277245508982037	0.02	0.041690265204438824	0.027724550898203693	0.021690265204438824	0.04941481610264252
0.6	0.6276886227544909	0.02	0.04170152160213178	0.02768862275449091	0.02170152160213178	0.04939014435662269
0.7	0.7278915662650602	0.02	0.04128316890131854	0.027891566265060286	0.021283168901318542	0.049174735166378825
0.8	0.8280363636363638	0.02	0.0409269335004892	0.028036363636363748	0.020926933500489197	0.04896329713685295
0.9	0.9281890243902442	0.02	0.04056747426786099	0.028189024390244177	0.02056747426786099	0.04875649865810516
1.0	1.0283251533742321	0.02	0.04023094879834297	0.028325153374232137	0.02023094879834297	0.04855610217257511
1.1	1.1284197530864197	0.02	0.039997502821691414	0.02841975308641964	0.019997502821691413	0.04841725590811105
1.2	1.228583850931678	0.02	0.039597691504147	0.028583850931678034	0.019597691504147	0.04818154243582504
1.3	1.3287437499999988	0.02	0.03923189627983541	0.028743749999998736	0.019231896279835407	0.04797564627983414
1.4	1.428911949685535	0.02	0.03882857955631421	0.02891194968553501	0.01882857955631421	0.047740529241849225
1.5	1.5290443037974673	0.02	0.03855843544780762	0.029044303797467252	0.01855843544780762	0.047602739245274875
1.6	1.6291656050955425	0.02	0.03821776927304487	0.029165605095542446	0.01821776927304487	0.04738337436858732
1.7	1.7290955414012747	0.02	0.038204244184135636	0.029095541401274794	0.018204244184135635	0.047299785585410425
1.8	1.8292115384615364	0.02	0.037867836183388535	0.029211538461536346	0.017867836183388535	0.047079374644924885
1.9	1.929361290322581	0.02	0.03757296628315738	0.029361290322581057	0.01757296628315738	0.04693425660573844
