omega	Omega_origin	r	r_origin	d(omega)	d(r)	d(omega-r)
0.0	0.015921568627450967	0.01	0.025847619290763704	0.015921568627450967	0.015847619290763705	0.031769187918214675
0.1	0.11606930693069305	0.01	0.025530138095602915	0.016069306930693042	0.015530138095602915	0.031599445026295955
0.2	0.21612871287128707	0.01	0.025404804401541057	0.01612871287128706	0.015404804401541057	0.03153351727282812
0.3	0.31627999999999995	0.01	0.02511988903922499	0.01627999999999996	0.01511988903922499	0.03139988903922495
0.4	0.41631	0.01	0.024960710896959004	0.01630999999999999	0.014960710896959004	0.03127071089695899
0.5	0.5164646464646464	0.01	0.02467430226221938	0.016464646464646404	0.01467430226221938	0.031138948726865782
0.6	0.6164040404040407	0.01	0.024754626284811097	0.016404040404040754	0.014754626284811096	0.031158666688851852
0.7	0.7165816326530613	0.01	0.02437044135416184	0.01658163265306134	0.014370441354161838	0.030952074007223176
0.8	0.8165510204081633	0.01	0.024342149997844568	0.016551020408163253	0.014342149997844568	0.030893170406007822
0.9	0.9167010309278352	0.01	0.024039507746806913	0.016701030927835148	0.014039507746806913	0.030740538674642062
1.0	1.016639175257732	0.01	0.024104865663292965	0.016639175257731953	0.014104865663292965	0.030744040921024916
1.1	1.1168125	0.01	0.023709112288466467	0.016812499999999897	0.013709112288466467	0.030521612288466365
1.2	1.2168333333333334	0.01	0.023633634616217966	0.016833333333333478	0.013633634616217966	0.030466967949551442
1.3	1.3170000000000002	0.01	0.023375387261568438	0.017000000000000126	0.013375387261568438	0.030375387261568562
1.4	1.4171808510638297	0.01	0.022947134003793154	0.017180851063829827	0.012947134003793154	0.03012798506762298
1.5	1.517159574468086	0.01	0.02294596521074575	0.017159574468085914	0.01294596521074575	0.030105539678831665
1.6	1.6173010752688166	0.01	0.022619366454637864	0.017301075268816524	0.012619366454637864	0.029920441723454386
1.7	1.7172795698924728	0.01	0.022650859260842735	0.017279569892472812	0.012650859260842735	0.02993042915331555
1.8	1.8174239130434795	0.01	0.022262897406274813	0.017423913043479455	0.012262897406274812	0.02968681044975427
1.9	1.9173695652173894	0.01	0.02232943874012146	0.017369565217389527	0.01232943874012146	0.02969900395751099
2.0	2.017472527472529	0.01	0.022111177500867607	0.01747252747252892	0.012111177500867607	0.029583704973396525
2.1	2.117461538461537	0.01	0.02202175354288382	0.017461538461537085	0.012021753542883819	0.029483292004420902
2.2	2.217611111111112	0.01	0.02171227482572607	0.01761111111111191	0.01171227482572607	0.029323385936837983
2.3	2.317831460674159	0.01	0.021308879326112362	0.017831460674158972	0.011308879326112362	0.029140340000271332
2.4	2.4177865168539308	0.01	0.021327476640640494	0.017786516853930845	0.011327476640640493	0.02911399349457134
2.5	2.517943181818183	0.01	0.02095418009630095	0.017943181818182996	0.010954180096300949	0.028897361914483943
2.6	2.6179204545454535	0.01	0.020936280130250843	0.017920454545453435	0.010936280130250843	0.02885673467570428
2.7	2.718000000000001	0.01	0.02074197392282085	0.018000000000000682	0.010741973922820851	0.02874197392282153
2.8	2.8181860465116273	0.01	0.020395023772664698	0.018186046511627474	0.010395023772664698	0.028581070284292173
2.9	2.918116279069766	0.01	0.020373733157421536	0.018116279069765984	0.010373733157421535	0.02849001222718752
3.0	3.0182588235294125	0.01	0.020131338270954223	0.01825882352941255	0.010131338270954223	0.02839016180036677
3.1	3.1181764705882333	0.01	0.02014109841013671	0.01817647058823324	0.010141098410136709	0.02831756899836995
3.2	3.2183214285714277	0.01	0.019837650197181856	0.01832142857142749	0.009837650197181856	0.028159078768609347
3.3	3.3184819277108435	0.01	0.019480059722894825	0.01848192771084367	0.009480059722894825	0.027961987433738497
3.4	3.4184337349397578	0.01	0.019501987931531933	0.018433734939757862	0.009501987931531933	0.027935722871289793
3.5	3.5186341463414657	0.01	0.01912852032507265	0.01863414634146565	0.009128520325072649	0.027762666666538302
3.6	3.6187654320987654	0.01	0.018788422392069456	0.018765432098765356	0.008788422392069456	0.027553854490834813
3.7	3.7187037037037047	0.01	0.018817357139370886	0.018703703703704555	0.008817357139370886	0.027521060843075443
3.8	3.8188375000000008	0.01	0.018531013690659327	0.01883750000000095	0.008531013690659327	0.027368513690660276
3.9	3.9187375	0.01	0.018566606735585616	0.018737500000000296	0.008566606735585616	0.027304106735585913
4.0	4.018860759493672	0.01	0.018330016178041548	0.01886075949367161	0.008330016178041548	0.027190775671713158
4.1	4.119025641025641	0.01	0.017965005330467763	0.019025641025641526	0.007965005330467763	0.026990646356109288
4.2	4.218923076923076	0.01	0.018018952468202943	0.018923076923075932	0.008018952468202943	0.026942029391278877
4.3	4.319038961038962	0.01	0.01780792604742119	0.0190389610389623	0.00780792604742119	0.02684688708638349
4.4	4.419144736842107	0.01	0.0174843812946976	0.01914473684210627	0.0074843812946976	0.026629118136803867
4.5	4.519131578947366	0.01	0.017399378781390015	0.01913157894736628	0.007399378781390015	0.026530957728756292
4.6	4.619266666666666	0.01	0.017135845843640495	0.019266666666666765	0.007135845843640494	0.026402512510307258
4.7	4.719445945945944	0.01	0.016773749906625012	0.019445945945943954	0.006773749906625012	0.026219695852568968
4.8	4.819561643835617	0.01	0.016508879906494203	0.019561643835617204	0.006508879906494203	0.026070523742111405
4.9	4.919465753424658	0.01	0.016484534578299778	0.01946575342465806	0.006484534578299778	0.025950288002957837
5.0	5.019583333333332	0.01	0.016255379074351293	0.019583333333332398	0.006255379074351293	0.025838712407683692
5.1	5.119760563380283	0.01	0.015873514258412123	0.019760563380283536	0.005873514258412123	0.025634077638695657
5.2	5.219577464788732	0.01	0.016002915747787762	0.019577464788731902	0.0060029157477877616	0.025580380536519662
5.3	5.319714285714285	0.01	0.015761271146564455	0.019714285714285573	0.005761271146564455	0.025475556860850027
5.4	5.4197971014492765	0.01	0.015542618279095102	0.019797101449276155	0.005542618279095102	0.025339719728371256
5.5	5.5199558823529395	0.01	0.015178331109852115	0.019955882352939547	0.005178331109852115	0.02513421346279166
5.6	5.619735294117649	0.01	0.015352579157301201	0.019735294117649183	0.005352579157301201	0.025087873274950385
5.7	5.72	0.01	0.014880349730425476	0.019999999999999574	0.004880349730425476	0.02488034973042505
5.8	5.820060606060607	0.01	0.01466967032336978	0.020060606060607	0.00466967032336978	0.02473027638397678
5.9	5.920215384615383	0.01	0.014318292559672216	0.020215384615382526	0.004318292559672216	0.024533677175054742
6.0	6.0203437499999986	0.01	0.01407305935469672	0.02034374999999855	0.00407305935469672	0.02441680935469527
6.1	6.120187500000003	0.01	0.014093336580522463	0.020187500000003133	0.004093336580522463	0.024280836580525596
6.2	6.220238095238091	0.01	0.0138881223921704	0.02023809523809117	0.0038881223921703994	0.02412621763026157
6.3	6.320387096774194	0.01	0.013572505847669046	0.02038709677419437	0.003572505847669046	0.023959602621863415
6.4	6.420508196721312	0.01	0.013291535192505827	0.020508196721311656	0.003291535192505827	0.023799731913817485
6.5	6.520583333333331	0.01	0.013081399996460616	0.020583333333330955	0.0030813999964606157	0.02366473332979157
6.6	6.620644067796613	0.01	0.012871812352663454	0.02064406779661354	0.0028718123526634536	0.023515880149276996
6.7	6.720775862068964	0.01	0.012568852711881543	0.0207758620689642	0.0025688527118815432	0.023344714780845745
6.8	6.820517241379311	0.01	0.012723682776294671	0.020517241379311102	0.0027236827762946707	0.023240924155605774
6.9	6.920578947368423	0.01	0.0125081181875091	0.020578947368422362	0.0025081181875091004	0.023087065555931464
7.0	7.020767857142857	0.01	0.012058738675304758	0.020767857142857338	0.0020587386753047575	0.022826595818162095
7.1	7.120818181818184	0.01	0.011863250567507285	0.020818181818184733	0.0018632505675072845	0.022681432385692018
7.2	7.220944444444443	0.01	0.011553938680399707	0.0209444444444431	0.0015539386803997066	0.022498383124842807
7.3	7.321000000000001	0.01	0.011347465828957654	0.021000000000000796	0.0013474658289576533	0.022347465828958447
7.4	7.421057692307694	0.01	0.011098766276206167	0.02105769230769372	0.0010987662762061666	0.022156458583899887
7.5	7.521137254901958	0.01	0.010845401290978282	0.021137254901957725	0.0008454012909782822	0.021982656192936007
7.6	7.62114	0.01	0.010611811190087202	0.021139999999999937	0.0006118111900872015	0.021751811190087136
7.7	7.721183673469386	0.01	0.010427246269531712	0.021183673469385766	0.0004272462695317121	0.02161091973891748
7.8	7.8211875000000015	0.01	0.010190574550100397	0.02118750000000169	0.00019057455010039644	0.021378074550102086
7.9	7.921170212765957	0.01	0.010027120886857407	0.021170212765956542	2.7120886857407225e-05	0.021197333652813947
8.0	8.021130434782611	0.01	0.009863781229433145	0.02113043478261112	0.00013621877056685557	0.021266653553177972
8.1	8.121568181818182	0.01	0.009295303937943818	0.021568181818182097	0.0007046960620561826	0.02227287788023828
8.2	8.221534883720935	0.01	0.009145440856660273	0.021534883720935483	0.0008545591433397268	0.02238944286427521
8.3	8.32154761904762	0.01	0.00882989466375211	0.021547619047618483	0.00117010533624789	0.02271772438386637
8.4	8.42148780487805	0.01	0.008614387189039304	0.021487804878049133	0.0013856128109606958	0.02287341768900983
8.5	8.521897435897435	0.01	0.008040781663508958	0.021897435897434647	0.001959218336491042	0.02385665423392569
